chrom	chromStart	chromEnd	probeID	probe_strand
chr9	129890609	129890611	cg13399952	-
chr9	130041228	130041230	cg06901890	+
chr9	130467454	130467456	cg14388093	-
chr9	130846557	130846559	cg13670057	-
chr9	131252187	131252189	cg14611767	-
chr9	131274838	131274840	cg13487445	+
chr9	131276131	131276133	cg17936488	-
chr9	131282873	131282875	cg14066439	-
chr9	131554874	131554876	cg14600824	-
chr9	131578861	131578863	cg13555415	+
chr9	131635496	131635498	cg21171461	+
chr9	131715057	131715059	cg13543473	-
chr9	132586903	132586905	cg14266251	-
chr9	132590823	132590825	cg11996428	-
chr9	132849307	132849309	cg14209064	-
chr9	133032594	133032596	cg21191275	+
chr9	133127864	133127866	cg14586546	+
chr9	133129433	133129435	cg14103123	+
chr9	133369788	133369790	cg14055887	-
chr9	133371515	133371517	cg13660174	-
chr9	133506041	133506043	cg13808936	+
chr9	133856060	133856062	cg14266770	-
chr9	133968776	133968778	cg14446165	-
chr9	134151616	134151618	cg16619557	+
chr9	134157280	134157282	cg14021717	-
chr9	134268626	134268628	cg13900763	+
chr9	134340525	134340527	cg14462321	+
chr9	134643363	134643365	cg13618741	-
chr9	134707328	134707330	cg14482968	+
chr9	134723992	134723994	cg13816042	+
chr9	136010748	136010750	cg14263345	+
chr9	136512062	136512064	cg14205001	+
chr9	136512835	136512837	cg14488715	-
chr9	136522741	136522743	cg03152353	-
chr9	136602391	136602393	cg14085952	+
chr9	136758384	136758386	cg14482811	+
chr9	136845208	136845210	cg13509363	-
chr9	136917904	136917906	cg14333394	-
chr9	137043105	137043107	cg14028671	-
chr9	137083840	137083842	cg14557690	-
chr9	137128479	137128481	cg06223120	+
chr9	137279819	137279821	cg13754915	+
chr9	137314886	137314888	cg14328601	+
chr9	137378602	137378604	cg11619782	-
chr9	137454375	137454377	cg14384158	-
chr9	137589024	137589026	cg02970775	-
chr10	277708	277710	cg23128584	-
chr10	288790	288792	cg07629149	+
chr10	321549	321551	cg01373599	+
chr10	322510	322512	cg01244571	+
chr10	322970	322972	cg17242812	+
chr10	323196	323198	cg01552777	+
chr10	324036	324038	cg14931884	-
chr10	351982	351984	cg27375135	-
chr10	420937	420939	cg11295183	+
chr10	458511	458513	cg23125901	+
chr10	458556	458558	cg18469036	-
chr10	470742	470744	cg15986644	+
chr10	571018	571020	cg06677151	-
chr10	584369	584371	cg03038245	+
chr10	683263	683265	cg26873457	-
chr10	683285	683287	cg16936421	+
chr10	683538	683540	cg12014181	-
chr10	812959	812961	cg06296597	+
chr10	812982	812984	cg08876481	+
chr10	821280	821282	cg05931497	+
chr10	878705	878707	cg16905822	+
chr10	1074660	1074662	cg15245292	-
chr10	1897468	1897470	cg12327866	-
chr10	1897488	1897490	cg05730385	-
chr10	3093571	3093573	cg17433678	+
chr10	3121325	3121327	cg25249362	-
chr10	3896348	3896350	cg24420366	+
chr10	4121438	4121440	cg22984894	-
chr10	4663241	4663243	cg27388962	-
chr10	5534784	5534786	cg19993680	-
chr10	5643932	5643934	cg24654025	+
chr10	5693385	5693387	cg09411597	-
chr10	5775979	5775981	cg05587400	+
chr10	5840612	5840614	cg13475995	+
chr10	5840775	5840777	cg18184053	+
chr10	5862597	5862599	cg19016062	-
chr10	5944524	5944526	cg14313184	-
chr10	6144051	6144053	cg26870438	-
chr10	6226400	6226402	cg16179674	+
chr10	6576760	6576762	cg26818464	-
chr10	7269537	7269539	cg05103064	+
chr10	7783935	7783937	cg05008854	+
chr10	8055677	8055679	cg17124583	+
chr10	8055725	8055727	cg15267232	-
chr10	8056041	8056043	cg19883813	+
chr10	8057054	8057056	cg11430077	+
chr10	8057254	8057256	cg01255894	-
chr10	8059438	8059440	cg10163955	-
chr10	8061451	8061453	cg25630514	+
chr10	8331452	8331454	cg27470208	+
chr10	8331486	8331488	cg17505469	+
chr10	8331558	8331560	cg04640972	+
chr10	8331695	8331697	cg09234252	+
chr10	11046182	11046184	cg05833351	-
chr10	11164257	11164259	cg04221117	-
chr10	11166375	11166377	cg14729148	-
chr10	11167009	11167011	cg04545636	-
chr10	11204664	11204666	cg13707005	-
chr10	11206211	11206213	cg02783838	+
chr10	11257112	11257114	cg06431514	+
chr10	13718164	13718166	cg02859866	-
chr10	13869330	13869332	cg05392293	+
chr10	13972552	13972554	cg05163663	-
chr10	14586995	14586997	cg14295960	+
chr10	14608660	14608662	cg23379806	-
chr10	14659815	14659817	cg04441857	+
chr10	14926808	14926810	cg04289069	+
chr10	15035470	15035472	cg15529532	-
chr10	15254796	15254798	cg09027601	-
chr10	15856849	15856851	cg18966140	+
chr10	16967592	16967594	cg24571822	+
chr10	17349003	17349005	cg05576619	+
chr10	19979522	19979524	cg22578373	-
chr10	21364543	21364545	cg02285155	+
chr10	21507222	21507224	cg11376341	-
chr10	22253094	22253096	cg18794404	-
chr10	22334618	22334620	cg13327545	+
chr10	22334891	22334893	cg12490835	-
chr10	22334980	22334982	cg07351143	-
chr10	22335275	22335277	cg09432590	-
chr10	22335444	22335446	cg10375078	-
chr10	22335733	22335735	cg23039195	-
chr10	22345294	22345296	cg23016129	+
chr10	22345296	22345298	cg18247055	+
chr10	22345502	22345504	cg05099508	+
chr10	22345509	22345511	cg24031355	+
chr10	22554677	22554679	cg07171687	-
chr10	22554917	22554919	cg17277615	+
chr10	22555008	22555010	cg03885270	-
chr10	25176500	25176502	cg26249873	-
chr10	26567198	26567200	cg10331073	-
chr10	27154631	27154633	cg22891520	+
chr10	27745161	27745163	cg14965220	-
chr10	28282392	28282394	cg17120366	-
chr10	28368340	28368342	cg02989244	+
chr10	30027257	30027259	cg00730780	+
chr10	30027502	30027504	cg12786570	-
chr10	30030414	30030416	cg10909801	-
chr10	30049316	30049318	cg02111655	+
chr10	30529549	30529551	cg27482619	-
chr10	30529651	30529653	cg11781335	+
chr10	30529711	30529713	cg25913612	-
chr10	30554102	30554104	cg26507353	-
chr10	30727661	30727663	cg00941203	+
chr10	30999357	30999359	cg25888881	+
chr10	31033201	31033203	cg00428179	+
chr10	31157883	31157885	cg04333785	-
chr10	31426464	31426466	cg19038462	+
chr10	31583367	31583369	cg26953469	+
chr10	31807187	31807189	cg05194545	+
chr10	31807665	31807667	cg05339847	+
chr10	31927382	31927384	cg18675610	+
chr10	31940958	31940960	cg03781748	+
chr10	32057219	32057221	cg18292711	-
chr10	32332474	32332476	cg07092111	-
chr10	34613607	34613609	cg07270259	+
chr10	34636789	34636791	cg00287536	-
chr10	35041567	35041569	cg07125981	+
chr10	35409625	35409627	cg07740894	-
chr10	35459534	35459536	cg04780563	-
chr10	42933022	42933024	cg00441573	-
chr10	43172651	43172653	cg00286497	+
chr10	43451956	43451958	cg14913777	-
chr10	43793931	43793933	cg23568192	-
chr10	44385096	44385098	cg17267805	+
chr10	44982223	44982225	cg20626045	+
chr10	44999986	44999988	cg01614759	-
chr10	45472047	45472049	cg18613031	-
chr10	46023250	46023252	cg11501931	-
chr10	48671658	48671660	cg23863328	+
chr10	48671808	48671810	cg07608867	-
chr10	48671868	48671870	cg04190888	-
chr10	48672553	48672555	cg26121053	+
chr10	48673010	48673012	cg11199827	-
chr10	49508431	49508433	cg00025044	+
chr10	49525149	49525151	cg25656283	+
chr10	49612231	49612233	cg01295399	+
chr10	49768524	49768526	cg14156751	-
chr10	50410668	50410670	cg11637084	-
chr10	50619706	50619708	cg03727333	+
chr10	50631196	50631198	cg16319310	+
chr10	55630943	55630945	cg18565783	-
chr10	59872478	59872480	cg10779126	-
chr10	60911456	60911458	cg04064701	+
chr10	60948443	60948445	cg09207077	-
chr10	61453580	61453582	cg18286501	-
chr10	61980643	61980645	cg12616691	+
chr10	61987149	61987151	cg10502149	-
chr10	62000149	62000151	cg03969079	+
chr10	62186453	62186455	cg22648996	-
chr10	68561822	68561824	cg02774862	-
chr10	69090097	69090099	cg02851793	-
chr10	69217453	69217455	cg03922381	+
chr10	69344967	69344969	cg06748146	+
chr10	69450986	69450988	cg12401742	-
chr10	69454238	69454240	cg06791973	+
chr10	69630119	69630121	cg06323837	-
chr10	69630490	69630492	cg12091396	-
chr10	70053596	70053598	cg19726179	+
chr10	70135815	70135817	cg27099293	-
chr10	70431330	70431332	cg11692403	+
chr10	70477716	70477718	cg00391031	+
chr10	70552157	70552159	cg17239876	+
chr10	70576340	70576342	cg25776343	-
chr10	70600591	70600593	cg05983405	+
chr10	70600615	70600617	cg22900360	+
chr10	70600691	70600693	cg13775629	+
chr10	70602958	70602960	cg23364656	+
chr10	70602973	70602975	cg12433559	-
chr10	70694218	70694220	cg27358154	+
chr10	71244818	71244820	cg24839386	+
chr10	72010764	72010766	cg20048045	+
chr10	72084371	72084373	cg14614581	-
chr10	72109683	72109685	cg23723835	-
chr10	72125540	72125542	cg06285475	-
chr10	72260669	72260671	cg16407699	+
chr10	72274885	72274887	cg01839993	+
chr10	72274904	72274906	cg10592592	+
chr10	72274908	72274910	cg20897136	+
chr10	72275811	72275813	cg04858631	+
chr10	72321046	72321048	cg11481582	+
chr10	72322730	72322732	cg05988358	+
chr10	72327023	72327025	cg00907272	-
chr10	72599019	72599021	cg09553839	+
chr10	72831177	72831179	cg04389994	-
chr10	73816433	73816435	cg02227879	+
chr10	73859661	73859663	cg07512258	+
chr10	74394256	74394258	cg09299075	-
chr10	74810112	74810114	cg17960717	-
chr10	74862868	74862870	cg25006851	-
chr10	74926909	74926911	cg07172755	+
chr10	74961681	74961683	cg15163862	+
chr10	75176326	75176328	cg14301562	-
chr10	75188197	75188199	cg05021029	+
chr10	75196650	75196652	cg09318857	+
chr10	75214319	75214321	cg15075988	-
chr10	77711941	77711943	cg00532492	-
chr10	78025953	78025955	cg16509336	+
chr10	79114039	79114041	cg11961495	-
chr10	79243262	79243264	cg02283485	-
chr10	80412505	80412507	cg05014245	-
chr10	80412902	80412904	cg06173833	-
chr10	80461840	80461842	cg16260349	+
chr10	80464241	80464243	cg24741873	+
chr10	80466014	80466016	cg18923906	+
chr10	80488096	80488098	cg08560387	+
chr10	80498977	80498979	cg05869699	+
chr10	80505688	80505690	cg16178415	-
chr10	80539849	80539851	cg27210863	+
chr10	80539980	80539982	cg04421348	-
chr10	84179694	84179696	cg25526001	-
chr10	84214261	84214263	cg16807687	+
chr10	84214415	84214417	cg00169964	+
chr10	86536665	86536667	cg04074321	-
chr10	86536847	86536849	cg15249357	-
chr10	86706631	86706633	cg16183122	-
chr10	86868586	86868588	cg25946646	+
chr10	87504358	87504360	cg16694639	-
chr10	87504370	87504372	cg10767045	-
chr10	87916143	87916145	cg02307823	+
chr10	88080364	88080366	cg26120842	+
chr10	88271668	88271670	cg09221159	+
chr10	88852024	88852026	cg03249630	+
chr10	89829468	89829470	cg26864388	-
chr10	91198869	91198871	cg08284263	+
chr10	92238919	92238921	cg24238409	-
chr10	92789282	92789284	cg25131632	+
chr10	92834482	92834484	cg13654884	-
chr10	92834736	92834738	cg19780563	-
chr10	93060618	93060620	cg07225966	-
chr10	93061187	93061189	cg11234637	+
chr10	93061196	93061198	cg04564481	+
chr10	93061230	93061232	cg25083618	-
chr10	93063150	93063152	cg05127821	+
chr10	93063493	93063495	cg07606384	-
chr10	93601056	93601058	cg13253980	-
chr10	93961560	93961562	cg24270624	-
chr10	93961684	93961686	cg20431488	-
chr10	93993257	93993259	cg06539629	-
chr10	95194195	95194197	cg05964918	-
chr10	95295681	95295683	cg20276630	+
chr10	95361483	95361485	cg03417182	+
chr10	96271579	96271581	cg18448570	-
chr10	96271992	96271994	cg25263238	+
chr10	96851103	96851105	cg09345397	-
chr10	97319316	97319318	cg17270843	-
chr10	97356789	97356791	cg13630239	-
chr10	97512121	97512123	cg22840650	+
chr10	97578430	97578432	cg25604594	+
chr10	98168309	98168311	cg03302822	-
chr10	99236339	99236341	cg14270857	-
chr10	99783225	99783227	cg17044311	-
chr10	99846268	99846270	cg12673726	+
chr10	100008943	100008945	cg14405603	+
chr10	100508788	100508790	cg23599026	+
chr10	100519939	100519941	cg04611437	-
chr10	100562596	100562598	cg20461188	+
chr10	100565728	100565730	cg10180440	+
chr10	100659451	100659453	cg17384380	-
chr10	101048494	101048496	cg26059316	+
chr10	101135285	101135287	cg14861089	+
chr10	101140372	101140374	cg14038391	-
chr10	101228771	101228773	cg03285457	+
chr10	102107699	102107701	cg26384465	-
chr10	102116211	102116213	cg11849692	+
chr10	102163575	102163577	cg23516680	-
chr10	102241503	102241505	cg14681055	-
chr10	102241716	102241718	cg16329784	-
chr10	102300904	102300906	cg23557746	-
chr10	102473649	102473651	cg23322172	-
chr10	102476983	102476985	cg00122347	-
chr10	102603089	102603091	cg03369906	+
chr10	102652305	102652307	cg12673499	+
chr10	102752765	102752767	cg20340720	+
chr10	102783282	102783284	cg15615645	+
chr10	102802939	102802941	cg16054018	+
chr10	103076161	103076163	cg11667387	+
chr10	103231435	103231437	cg06984255	-
chr10	103276943	103276945	cg21384402	+
chr10	103276969	103276971	cg24680586	+
chr10	103584965	103584967	cg03422944	-
chr10	103648840	103648842	cg12636499	-
chr10	104032772	104032774	cg04616571	-
chr10	104300166	104300168	cg03558688	-
chr10	104308814	104308816	cg21359303	+
chr10	104329444	104329446	cg24199006	+
chr10	104640500	104640502	cg02320740	-
chr10	109393170	109393172	cg06749524	+
chr10	109893604	109893606	cg04350202	+
chr10	109926339	109926341	cg25667511	+
chr10	109935245	109935247	cg10061805	+
chr10	110068207	110068209	cg18994606	+
chr10	110367626	110367628	cg26242064	+
chr10	110398770	110398772	cg16675525	+
chr10	110530296	110530298	cg00523450	-
chr10	110536076	110536078	cg22976832	+
chr10	110962681	110962683	cg21022395	+
chr10	112376294	112376296	cg04844987	-
chr10	112376314	112376316	cg16920551	+
chr10	112811935	112811937	cg09958560	-
chr10	112814392	112814394	cg16660547	+
chr10	112843072	112843074	cg05623815	-
chr10	113007849	113007851	cg19506849	+
chr10	113128377	113128379	cg23951816	-
chr10	113151855	113151857	cg05923857	-
chr10	113151892	113151894	cg24788483	+
chr10	113264557	113264559	cg22889918	+
chr10	113299261	113299263	cg08917117	+
chr10	114259953	114259955	cg04689606	-
chr10	114286075	114286077	cg13208899	+
chr10	114541594	114541596	cg17056676	+
chr10	116716664	116716666	cg08265181	-
chr10	116848626	116848628	cg17677490	-
chr10	117132194	117132196	cg10511988	-
chr10	117132699	117132701	cg17138769	-
chr10	117133626	117133628	cg03048654	+
chr10	117139779	117139781	cg26595643	+
chr10	117140276	117140278	cg24390913	-
chr10	117163224	117163226	cg12112529	+
chr10	117371655	117371657	cg03750061	+
chr10	117534455	117534457	cg09176256	-
chr10	118732625	118732627	cg27009448	+
chr10	119042583	119042585	cg08078028	-
chr10	119269465	119269467	cg18430255	+
chr10	119378592	119378594	cg24919753	+
chr10	119410103	119410105	cg11312674	-
chr10	119410158	119410160	cg22826038	+
chr10	119506325	119506327	cg20608786	+
chr10	119512150	119512152	cg17804342	+
chr10	119512233	119512235	cg16596052	-
chr10	119512327	119512329	cg00644351	-
chr10	119538723	119538725	cg05241536	-
chr10	119680332	119680334	cg20636248	+
chr10	119815832	119815834	cg05643988	+
chr10	119861034	119861036	cg06601266	+
chr10	120979613	120979615	cg23751407	-
chr10	122163454	122163456	cg06733794	+
chr10	122163534	122163536	cg24098326	-
chr10	122163550	122163552	cg06966660	+
chr10	122163565	122163567	cg25307318	+
chr10	122163583	122163585	cg10882304	+
chr10	122163757	122163759	cg26071526	-
chr10	122374268	122374270	cg08564661	-
chr10	122374285	122374287	cg03205140	-
chr10	122374305	122374307	cg10576280	-
chr10	123150194	123150196	cg27137983	-
chr10	124010572	124010574	cg05971678	+
chr10	124010607	124010609	cg11803859	+
chr10	124045976	124045978	cg08082692	+
chr10	124415669	124415671	cg19983775	-
chr10	124447865	124447867	cg05291069	+
chr10	124601265	124601267	cg26284388	+
chr10	124601401	124601403	cg17995557	+
chr10	124601523	124601525	cg24517899	+
chr10	124601622	124601624	cg04949429	+
chr10	124627191	124627193	cg24916358	-
chr10	124723093	124723095	cg04516672	-
chr10	125076810	125076812	cg17523415	+
chr10	125093787	125093789	cg15205441	+
chr10	125093968	125093970	cg11784626	-
chr10	125094006	125094008	cg02900757	-
chr10	125094022	125094024	cg01421615	-
chr10	125201245	125201247	cg00806644	-
chr10	126009466	126009468	cg25826721	-
chr10	127196338	127196340	cg03070297	-
chr10	127196340	127196342	cg12204732	-
chr10	127196343	127196345	cg25984344	-
chr10	127737193	127737195	cg25576011	+
chr10	127737633	127737635	cg13929328	-
chr10	127996729	127996731	cg07053114	-
chr10	128047405	128047407	cg19544434	-
chr10	128047474	128047476	cg24289912	-
chr10	128047501	128047503	cg08081778	-
chr10	128149861	128149863	cg13726345	-
chr10	128181110	128181112	cg02947862	-
chr10	128476187	128476189	cg22792176	+
chr10	129056078	129056080	cg16783349	-
chr10	129056171	129056173	cg19149132	+
chr10	129411291	129411293	cg02372404	-
chr10	129525638	129525640	cg23004031	+
chr10	130359535	130359537	cg25601879	-
chr10	130441469	130441471	cg24947379	-
chr10	131089359	131089361	cg12614980	+
chr10	131312085	131312087	cg03109827	+
chr10	131652255	131652257	cg15996480	+
chr10	131652273	131652275	cg13453904	+
chr10	131766252	131766254	cg07652788	-
chr10	131766301	131766303	cg19276014	-
chr10	131946717	131946719	cg12789488	+
chr10	131947150	131947152	cg26502067	+
chr10	131947210	131947212	cg26238022	-
chr10	132328326	132328328	cg06620016	+
chr10	132418012	132418014	cg03860038	+
chr10	132418044	132418046	cg23249922	+
chr10	132547514	132547516	cg12822816	+
chr10	132548621	132548623	cg11771383	-
chr10	132548659	132548661	cg10967866	-
chr10	132548665	132548667	cg19137806	-
chr10	132559513	132559515	cg04708830	-
chr10	132586375	132586377	cg25394505	-
chr10	132586531	132586533	cg06760238	+
chr10	132586935	132586937	cg01040749	+
chr10	132587001	132587003	cg09163720	+
chr10	132616364	132616366	cg17444479	+
chr10	132702969	132702971	cg18612209	+
chr10	132784847	132784849	cg11174855	+
chr10	132784991	132784993	cg04436469	+
chr10	132785403	132785405	cg06082548	+
chr10	132785422	132785424	cg12816961	+
chr10	132785867	132785869	cg05904135	-
chr10	132786349	132786351	cg00701692	-
chr10	132786479	132786481	cg17259183	+
chr10	132786584	132786586	cg06769546	+
chr10	132787151	132787153	cg24659054	+
chr10	132832473	132832475	cg01391063	-
chr10	132832490	132832492	cg13166642	-
chr10	132833720	132833722	cg23338516	-
chr10	132914983	132914985	cg02695567	-
chr10	132915540	132915542	cg12807237	+
chr10	132988173	132988175	cg10148419	-
chr10	133274946	133274948	cg25526061	+
chr10	133277492	133277494	cg14259466	-
chr10	133401712	133401714	cg12141979	-
chr10	133565956	133565958	cg16266492	+
chr11	250988	250990	cg05600342	+
chr11	268949	268951	cg13185005	-
chr11	268975	268977	cg10308673	-
chr11	269374	269376	cg11546385	-
chr11	269467	269469	cg02563407	-
chr11	278420	278422	cg18016138	+
chr11	290446	290448	cg24431515	-
chr11	313526	313528	cg20566897	+
chr11	330944	330946	cg23326607	+
chr11	331091	331093	cg14957089	+
chr11	400384	400386	cg17165241	-
chr11	414950	414952	cg23029021	-
chr11	417539	417541	cg24714011	-
chr11	579197	579199	cg25535316	+
chr11	587925	587927	cg02304370	-
chr11	627151	627153	cg00249511	+
chr11	627174	627176	cg25774643	+
chr11	637174	637176	cg12928379	+
chr11	637490	637492	cg09607276	-
chr11	802049	802051	cg11465766	-
chr11	822396	822398	cg06449094	-
chr11	822401	822403	cg06072036	-
chr11	850295	850297	cg24869272	+
chr11	888684	888686	cg07091346	-
chr11	1023822	1023824	cg10920905	+
chr11	1275238	1275240	cg12332083	-
chr11	1276019	1276021	cg14889653	+
chr11	1281662	1281664	cg03101580	-
chr11	1281750	1281752	cg18809729	-
chr11	1298779	1298781	cg17415355	-
chr11	1299098	1299100	cg03821443	-
chr11	1299315	1299317	cg07546654	-
chr11	1337284	1337286	cg19389884	-
chr11	1451379	1451381	cg10490888	-
chr11	1622611	1622613	cg18493115	+
chr11	1729507	1729509	cg07715909	+
chr11	1757293	1757295	cg11524400	-
chr11	1853089	1853091	cg26158194	-
chr11	1853214	1853216	cg12283393	-
chr11	1871076	1871078	cg15079934	+
chr11	1952936	1952938	cg19837124	+
chr11	1998356	1998358	cg04975775	-
chr11	2107540	2107542	cg07194984	-
chr11	2270116	2270118	cg09894698	-
chr11	2271279	2271281	cg15790820	-
chr11	2271281	2271283	cg06272038	-
chr11	2271294	2271296	cg10526374	-
chr11	2301550	2301552	cg05403469	-
chr11	2301571	2301573	cg19766471	+
chr11	2385041	2385043	cg18072687	+
chr11	2385076	2385078	cg26438284	-
chr11	2385153	2385155	cg14763104	+
chr11	2385481	2385483	cg26382697	+
chr11	2385692	2385694	cg16075139	-
chr11	2385777	2385779	cg08145373	+
chr11	2386468	2386470	cg02525637	+
chr11	2394386	2394388	cg18169610	+
chr11	2445367	2445369	cg15974272	-
chr11	2708898	2708900	cg03512098	+
chr11	2713870	2713872	cg07592519	+
chr11	2713895	2713897	cg21592241	-
chr11	2812028	2812030	cg03155200	-
chr11	2883432	2883434	cg11944284	-
chr11	2952111	2952113	cg08468577	-
chr11	2965310	2965312	cg13059136	+
chr11	2987975	2987977	cg26886572	-
chr11	3014625	3014627	cg20651018	-
chr11	3100169	3100171	cg07873128	+
chr11	3160697	3160699	cg23357130	-
chr11	3839338	3839340	cg03085719	+
chr11	3859437	3859439	cg15069471	+
chr11	3940166	3940168	cg02206807	+
chr11	6413858	6413860	cg16230121	-
chr11	6497328	6497330	cg16322014	+
chr11	6576888	6576890	cg15511120	-
chr11	6932326	6932328	cg17084751	+
chr11	8671273	8671275	cg08616663	-
chr11	8874147	8874149	cg01636184	+
chr11	9588691	9588693	cg14436861	-
chr11	9601630	9601632	cg05199874	+
chr11	9750737	9750739	cg10023915	+
chr11	10139936	10139938	cg19389370	-
chr11	10441376	10441378	cg06814191	+
chr11	10451490	10451492	cg02082273	+
chr11	10806871	10806873	cg11124915	+
chr11	10859087	10859089	cg08635931	-
chr11	11416660	11416662	cg16337763	+
chr11	12076497	12076499	cg05194636	-
chr11	12159919	12159921	cg04468741	+
chr11	12388586	12388588	cg18003970	-
chr11	12411676	12411678	cg16580547	-
chr11	12434067	12434069	cg16634971	-
chr11	12716137	12716139	cg05214235	+
chr11	13673099	13673101	cg16636767	-
chr11	14015890	14015892	cg02635370	+
chr11	16002161	16002163	cg10825530	+
chr11	16787685	16787687	cg02816425	+
chr11	17170069	17170071	cg12611860	+
chr11	17822307	17822309	cg15312943	+
chr11	17828355	17828357	cg21985691	+
chr11	17986491	17986493	cg01292299	-
chr11	19114403	19114405	cg02195201	-
chr11	20160178	20160180	cg13445796	+
chr11	22432754	22432756	cg23181580	+
chr11	31817125	31817127	cg05490712	-
chr11	31817972	31817974	cg15778437	-
chr11	31827101	31827103	cg12500879	+
chr11	32333195	32333197	cg06619621	-
chr11	32433417	32433419	cg02524954	+
chr11	32433428	32433430	cg26848718	+
chr11	32587069	32587071	cg18931760	-
chr11	33016079	33016081	cg26527782	+
chr11	33256639	33256641	cg04225088	+
chr11	33286722	33286724	cg05501357	+
chr11	33286798	33286800	cg25600606	+
chr11	33324759	33324761	cg02543850	-
chr11	33540956	33540958	cg04036920	-
chr11	33732810	33732812	cg05344747	-
chr11	33893767	33893769	cg08586426	-
chr11	34161022	34161024	cg08202743	-
chr11	34357249	34357251	cg03831465	-
chr11	34681398	34681400	cg13714378	+
chr11	35228417	35228419	cg08688659	-
chr11	36090804	36090806	cg13924510	+
chr11	36375572	36375574	cg26601310	-
chr11	36375576	36375578	cg05348871	-
chr11	36488359	36488361	cg04314978	-
chr11	36572113	36572115	cg18422371	-
chr11	36594464	36594466	cg21671607	+
chr11	36598648	36598650	cg05070250	-
chr11	43684241	43684243	cg26786893	-
chr11	43686204	43686206	cg02262727	-
chr11	44066054	44066056	cg12287025	-
chr11	44066065	44066067	cg11200965	-
chr11	44066517	44066519	cg08632680	-
chr11	44311102	44311104	cg00268840	-
chr11	44605157	44605159	cg22697239	+
chr11	44605199	44605201	cg01199327	+
chr11	45900614	45900616	cg08214808	+
chr11	45930685	45930687	cg13471712	+
chr11	46417869	46417871	cg19983221	+
chr11	46456663	46456665	cg19259111	+
chr11	46522144	46522146	cg20090290	-
chr11	47104201	47104203	cg12076194	-
chr11	47153591	47153593	cg07438103	+
chr11	47355202	47355204	cg01539849	+
chr11	47355433	47355435	cg06784824	-
chr11	47377661	47377663	cg15945333	-
chr11	47394806	47394808	cg00242035	+
chr11	47394935	47394937	cg10511890	-
chr11	47394983	47394985	cg13912307	-
chr11	47416231	47416233	cg01110839	+
chr11	47586207	47586209	cg10930027	+
chr11	47587169	47587171	cg00005619	+
chr11	47590227	47590229	cg18356785	+
chr11	47974312	47974314	cg05228359	-
chr11	48044298	48044300	cg14997711	+
chr11	48262696	48262698	cg22827986	+
chr11	55649541	55649543	cg13311805	+
chr11	57322595	57322597	cg12603560	-
chr11	57322751	57322753	cg11180921	+
chr11	57390808	57390810	cg10426076	-
chr11	57515581	57515583	cg10032131	-
chr11	57744049	57744051	cg09395239	+
chr11	57761782	57761784	cg21272996	-
chr11	57761946	57761948	cg10831212	-
chr11	57761992	57761994	cg19210276	+
chr11	58616800	58616802	cg23186952	-
chr11	59058940	59058942	cg26552743	+
chr11	59059001	59059003	cg16148346	+
chr11	59216972	59216974	cg14770102	+
chr11	59217070	59217072	cg24158259	-
chr11	59247864	59247866	cg27471192	+
chr11	59422836	59422838	cg00706994	-
chr11	59757959	59757961	cg19764973	+
chr11	59807488	59807490	cg25791430	+
chr11	60906393	60906395	cg07588442	+
chr11	60932093	60932095	cg15823461	-
chr11	60951409	60951411	cg26090107	+
chr11	60971522	60971524	cg21939215	+
chr11	60971532	60971534	cg27284288	+
chr11	60971546	60971548	cg26427109	+
chr11	60971699	60971701	cg07380416	+
chr11	60971705	60971707	cg09902130	+
chr11	60971710	60971712	cg09153080	+
chr11	61005086	61005088	cg02713832	-
chr11	61026202	61026204	cg16817237	+
chr11	61065905	61065907	cg11465943	-
chr11	61065986	61065988	cg24068972	+
chr11	61066058	61066060	cg02661764	-
chr11	61102648	61102650	cg22202088	+
chr11	61162715	61162717	cg00009088	+
chr11	61333135	61333137	cg10970776	-
chr11	61356873	61356875	cg22907103	-
chr11	61356991	61356993	cg03324175	+
chr11	61357887	61357889	cg14331899	+
chr11	61368900	61368902	cg03370752	+
chr11	61880659	61880661	cg05579731	-
chr11	62594321	62594323	cg16469419	+
chr11	62689852	62689854	cg25620220	-
chr11	62689872	62689874	cg17174764	-
chr11	62690204	62690206	cg19199590	+
chr11	62808109	62808111	cg17701942	-
chr11	62925983	62925985	cg17206850	+
chr11	63491714	63491716	cg00754253	-
chr11	63491853	63491855	cg00489394	-
chr11	63614574	63614576	cg15219506	-
chr11	63614592	63614594	cg16484943	-
chr11	63614594	63614596	cg06235847	-
chr11	63614612	63614614	cg03627015	-
chr11	63665016	63665018	cg13233042	-
chr11	63867200	63867202	cg26904017	+
chr11	63985547	63985549	cg13692972	+
chr11	64205533	64205535	cg14654385	-
chr11	64206650	64206652	cg06385449	+
chr11	64206658	64206660	cg09302355	+
chr11	64206680	64206682	cg07682037	-
chr11	64206756	64206758	cg24088438	-
chr11	64207387	64207389	cg20136100	+
chr11	64207482	64207484	cg01447914	+
chr11	64313957	64313959	cg07204662	-
chr11	64319633	64319635	cg10718809	+
chr11	64340044	64340046	cg07884764	+
chr11	64340199	64340201	cg18085627	+
chr11	64340247	64340249	cg22663489	+
chr11	64490630	64490632	cg08822897	+
chr11	64711542	64711544	cg10940462	-
chr11	64713210	64713212	cg17236169	+
chr11	64764270	64764272	cg01911077	-
chr11	64780173	64780175	cg03419136	-
chr11	64799648	64799650	cg25934954	-
chr11	64814771	64814773	cg23645046	-
chr11	64854212	64854214	cg13671299	-
